product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
753,milk chocolate toffee bits,17,13,"high protein chocolate light milk shake,alpha bits multigrain cereal,vanilla milk chocolate almond ice cream bars multi pack,kisses milk chocolate candy","[65, 121, 37, 45]","[11, 14, 1, 19]","[832, 238, 130, 184]"
754,hydro silk women s sensitive skin refill blades,55,11,"embrace sensitive women s blade disposable razors,free clear natural laundry detergent for sensitive skin,satin care sensitive skin shave gel, roses floral toner for sensitive skin","[55, 75, 55, 109]","[11, 17, 11, 11]","[564, 204, 632, 547]"
755,skim milk sharp cheddar cheese singles,21,16,"naturally aged cheddar cheese block hot habanero,cheddar cheese curds,sharp cheddar,extra sharp cheddar cheese","[21, 21, 21, 21]","[16, 16, 16, 16]","[477, 641, 121, 169]"
756,malt vinegar sea salt kettle cooked potato chips,107,19,"organic rice vinegar,fingerling potato,town house sea salt olive oil flatbread crisps,organic blue corn sea salt tortilla chips","[66, 83, 78, 107]","[6, 4, 19, 19]","[95, 882, 683, 212]"
757,premium deli hard salami,96,20,"pear hard cider,sliced kosher salami,premium deli oven roasted turkey breast,uncured hard salami","[27, 96, 96, 96]","[5, 20, 20, 20]","[966, 374, 62, 611]"
758,no sugar added the original fudge pops,37,1,"chocolate fudge layer cake,original turkey,toaster pops strawberry, juice no sugar added fruit punch","[119, 96, 52, 98]","[1, 20, 1, 7]","[12, 176, 381, 289]"
759,pain reliever and fever reducer cherry infant drops,11,11,"yellow cherry tomato,cherry pie,infant s blend probiotic,day and night multi symptom and severe cold cough pain reliever fever reducer","[83, 8, 70, 11]","[4, 3, 11, 11]","[494, 874, 113, 361]"
760,cracker trio selected favorites,78,19,"smart ones classic favorites mini rigatoni with vodka cream sauce,cracker crunchers bologna with nestle butterfinger bar lunchmakers,honey maid graham cracker crumbs,sprouted kale cracker","[38, 13, 17, 78]","[1, 20, 13, 19]","[4, 947, 513, 103]"
761,tidy cats in strength cat litter,41,8,"biotin mcg maximum strength,extra strength berry,cat food premium adult cat formula, performance cat litter","[47, 64, 41, 41]","[11, 7, 8, 8]","[301, 345, 848, 54]"
762, columbian coffee,26,7,"blue bottle coffee frozen bar,vanilla with almond milk iced coffee,majestic roast ground coffee,coffee liqueur","[37, 26, 26, 124]","[1, 7, 7, 5]","[232, 69, 916, 522]"
763,lemonade flavor drink mix,90,7,"vitamin c mg tropical drink mix dietary supplement,sugar free fruit juicy red drink mix,pink vitamin c mg pink lemonade drink mix,liquid drink mix blackberry lemonade","[47, 90, 47, 90]","[11, 7, 11, 7]","[366, 842, 408, 385]"
764,classic butter microwave popcorn,23,19,"classic original hummus,classic coke,healthy pop butter popcorn,butter flavor pan popcorn","[67, 77, 23, 23]","[20, 7, 19, 19]","[544, 649, 56, 771]"
765,swaddlers diapers jumbo pack size newborn,56,18,"onezip storage bags quart size value pack,baby dry diapers size ,overnight diapers size ,cruisers diapers jumbo pack size ","[85, 56, 56, 56]","[17, 18, 18, 18]","[270, 879, 15, 682]"
766,refried beans vegetarian,30,6,"vitamin c formula mg vegetarian tablets,vegetarian brown gravy mix,garbanzo beans,traditional no fat refried beans","[47, 5, 59, 59]","[11, 13, 15, 15]","[715, 711, 790, 703]"
767,organic fiber fruit blend,116,1,"fiber g gummy dietary supplement,mache blend,organic fruit punch,organic california blend","[70, 123, 98, 116]","[11, 4, 7, 1]","[462, 389, 646, 634]"
768,nacho grain free tortilla chips,100,21,"tapatio salsa picante hot sauce tortilla chips,restaurant style organic chia quinoa tortilla chips,organic blue corn sea salt tortilla chips,simply beyond black bean tortilla chips","[107, 107, 107, 107]","[19, 19, 19, 19]","[213, 141, 212, 180]"
769,sliced american cheese,21,16,"premium sliced bacon,cheese creations four cheese cheese sauce,american cheese slices, yellow american cheese","[106, 9, 21, 2]","[12, 9, 16, 16]","[907, 341, 516, 98]"
770,preference fade defying color shine system nb lightest natural blonde,22,11,"tri color tortilla strips,lasting color shampoo,red food color,natural food color packets","[89, 22, 97, 17]","[13, 11, 13, 13]","[539, 55, 263, 323]"
771,butter flavor pan popcorn,23,19,"peanut butter cereal,spicy jalapeno ranch popcorn,classic butter microwave popcorn,healthy pop butter popcorn","[121, 23, 23, 23]","[14, 19, 19, 19]","[34, 822, 764, 56]"
772,deluxe white cheddar bacon macaroni cheese dinner,4,9,"cheddar cheese curds,vegan shells creamy sauce mac cheese macaroni cheese organic,spongebob shapes macaroni cheese dinner,deluxe sauce made with milk cheese macaroni cheese dinner","[21, 4, 4, 4]","[16, 9, 9, 9]","[641, 671, 592, 326]"
773,double control small roach baits insecticide,87,17,"cat treats hair ball control chicken,mini double chocolate ice cream bars,small medium dental dog treats,double berry cheesecake","[41, 37, 40, 37]","[8, 1, 8, 1]","[779, 997, 21, 672]"
774,organic whole wheat rigatoni,131,9,"whole wheat spanakopita,organic thin sliced whole wheat bread,whole wheat tortillas,organic whole wheat elbows","[129, 112, 128, 131]","[1, 3, 3, 9]","[360, 566, 58, 283]"
775,organic dried cranberries,117,19,"freeze dried edamame veggie snack,dried parsley flakes,dried sweetened cranberries,cranberry almond fruit clusters dried cranberries","[50, 104, 117, 125]","[19, 13, 19, 19]","[508, 884, 248, 549]"
776,fruit salad gummi candy,45,19,"italian pasta salad,arugula salad,candy original,just fruit salad","[1, 123, 45, 50]","[20, 4, 19, 19]","[209, 142, 303, 870]"
777,teensy fruits baby fruit snacks berry,92,18,"scooby doo fruit flavored snacks,blueberry banana tiny fruits freeze dried snacks,annie s bunny fruit snacks variety,island fruits fruit snacks","[50, 92, 50, 50]","[19, 18, 19, 19]","[115, 849, 939, 256]"
778,all natural homestyle california lemon limeade,31,7,"cabernet sauvignon california,organic mini homestyle waffles,organic california blend,california merlot","[28, 52, 116, 28]","[5, 1, 1, 5]","[598, 162, 634, 837]"
779,cat treats hair ball control chicken,41,8,"snack sticks chicken rice recipe dog treats,cat food premium adult cat formula,sliced chicken entree cat food,chicken meatballs dog treats","[40, 41, 41, 40]","[8, 8, 8, 8]","[722, 848, 442, 236]"
780,breadstick,112,3," x cutting board,spanish peanuts,whole wheat spanakopita, up","[10, 117, 129, 77]","[17, 19, 1, 7]","[973, 619, 360, 530]"
781,organic shredded mild cheddar,21,16,"cheddar cheese curds,mild salsa divino,sharp cheddar,colby jack mild cheddar combo pack","[21, 51, 21, 21]","[16, 13, 16, 16]","[641, 107, 121, 352]"
782, lean fat ground turkey ,49,12,"turkey chili,original turkey,turkey,ground turkey chub","[1, 96, 96, 34]","[20, 20, 20, 1]","[554, 176, 287, 118]"
783,mega mag,47,11," ply everyday napkins, up,mega shower foamer with ultra cling trigger,everyday mega pack paper plates","[54, 77, 114, 111]","[17, 7, 17, 17]","[859, 530, 798, 428]"
784,organic vegetable tray,83,4,"organic hearty garden vegetable soup,organic elmo vegetable soup,organic southwestern vegetable soup,organic vegetable greens greens juice blend","[69, 69, 69, 31]","[15, 15, 15, 7]","[626, 684, 644, 253]"
785,get lost weight loss tea,94,7,"organic chamomile lemon tea,brambleberry herbal tea,chai tea bags,tea temples green tea with mint","[94, 94, 94, 94]","[7, 7, 7, 7]","[97, 237, 281, 560]"
786,thick gel toilet bowl cleaner,114,17,"fresh scent dishwasher cleaner,white writing gel,automatic toilet bowl cleaner bleach blue rain clean scent pack,automatic toilet bowl cleaner with bleach","[74, 97, 114, 114]","[17, 13, 17, 17]","[14, 357, 865, 980]"
787,coconut lime lip balm,73,11,"key lime soda,clarified lime juice,coconut yogurt,lime sherbet","[77, 17, 120, 37]","[7, 13, 16, 1]","[257, 609, 920, 344]"
788,xxx acai blueberry pomegranate,64,7,"organic lowfat pomegranate acai kefir probiotic cultured milk smoothie,strawberry pomegranate,blueberry pomegranate acaí cultured goat milk kefir,organic blueberry pomegranate whole milk yogurt","[120, 3, 120, 120]","[16, 19, 16, 16]","[515, 983, 446, 584]"
789,ultimate absorbency regular length,126,11,"radiant pantiliners regular wrapped unscented,ultimate omega mg lemon soft gels,cavity protection regular flavor toothpaste,unscented regular sleek tampons","[126, 47, 20, 126]","[11, 11, 11, 11]","[200, 367, 976, 708]"
790,garbanzo beans,59,15,"traditional no fat refried beans,kidney beans dark premium,dark red kidney beans,refried beans vegetarian","[59, 30, 59, 30]","[15, 6, 15, 6]","[703, 643, 429, 766]"
791,creamy chocolate sugar free powder coffee creamer,53,16,"arrowroot powder,sugar free fruit juicy red drink mix,extra spearmint sugar free gum,sugar free mint patties","[6, 90, 46, 45]","[2, 7, 19, 19]","[506, 842, 156, 382]"
792,organic pasteurized apple juice,98,7,"organic super berry juice,apple sparkling juice beverage,premium apple juice,all natural apple juice","[31, 98, 98, 98]","[7, 7, 7, 7]","[802, 618, 935, 82]"
793,organic spinach quinoa powermeal bowl,123,4,"penne rigate with spinach,spinach feta pierogi,thick gel toilet bowl cleaner,spinach pesto","[131, 38, 114, 9]","[9, 1, 17, 9]","[179, 202, 786, 813]"
794,pad thai rice noodles,66,6,"wild rice blend,organic rice vinegar,organic medium yellow thai curry,chow mein thin noodles","[68, 66, 72, 4]","[10, 6, 13, 9]","[503, 95, 575, 450]"
795,organic fuel high protein milk shake vanilla,65,11,"hemp protein organic,vanilla almond protein bar,protein shake organic banana creme,high protein chocolate light milk shake","[65, 3, 64, 65]","[11, 19, 7, 11]","[75, 406, 911, 832]"
796,chocolate reese s peanut butter cup creme oreo,61,19,"multigrain peanut butter cereal,peanut butter chocolate chip bar,peanut butter bars,peanut butter cereal","[121, 3, 3, 121]","[14, 19, 19, 14]","[637, 883, 985, 34]"
797,unstopables downy unstopables dreams in wash scent booster fabric enhancer oz fabric enhancers,75,17,"beach sage liquid fabric softener,mountain stream fabric softener,fabric softener geranium scent,fabric softener dryer sheet free gentle ct fabric enhancers","[75, 75, 75, 75]","[17, 17, 17, 17]","[434, 843, 111, 368]"
798,mega shower foamer with ultra cling trigger,114,17,"everyday mega pack paper plates,ultra filtered whole milk,ultra thin pastrami,mega mag","[111, 84, 96, 47]","[17, 16, 20, 11]","[428, 877, 403, 783]"
799,fresh cut specialties cut golden wax beans,81,15,"quick cooking steel cut oats,thick cut italian herb blend crispbreads,zita cut no ,fresh cut golden sweet no salt added whole kernel corn","[130, 78, 131, 81]","[14, 19, 9, 15]","[697, 841, 139, 29]"
800,organic classic caraway kraut,110,13,"classic butter microwave popcorn,no wax floss classic ,classic original hummus,classic coke","[23, 20, 67, 77]","[19, 11, 20, 7]","[764, 867, 544, 649]"
801,advanced care skin renew anti perspirant deodorant,80,11,"anti diarrheal caplets,satin care sensitive skin shave gel,phoenix anti perspirant deodorant stick twin pack,revive anti perspirant deodorant","[70, 55, 80, 80]","[11, 11, 11, 11]","[146, 632, 393, 316]"
802,organic super berry juice,31,7,"super dry beer,rio berry,super enzymes,green berry rush juice drink","[27, 64, 47, 98]","[5, 7, 11, 7]","[379, 266, 390, 639]"
803,heirloom boysenberries,116,1,"jasmine tea unfiltered ginger ale,liqui gels softgels dye free allergy,salt free seasoning,organic spicy heirloom marinara sauce","[77, 11, 104, 9]","[7, 11, 13, 9]","[73, 577, 463, 284]"
804,ratatouille,100,21,"organic promise strawberry fields cereal,kabocha squash,freezer safe pint jars wide mouth,whole wheat loaves","[121, 83, 85, 112]","[14, 4, 17, 3]","[691, 468, 514, 666]"
805,vitamin d i u vegetable capsules,47,11,"probiotics women wiser vegetarian capsules,vitamin e oil iu,probiotics high potency capsules,vitamin b mg","[70, 109, 47, 47]","[11, 11, 11, 11]","[629, 893, 88, 876]"
806, cranberry juice blend,98,7,"cranberry urinary tract health,mache blend,antioxidant cranberry body wash,organic vegetable greens greens juice blend","[126, 123, 25, 31]","[11, 4, 11, 7]","[821, 389, 441, 253]"
807,for chicken marinade,5,13,"white chicken chili,chicken base,bbq concentrate marinade sauce,creamy italian dressing marinade","[59, 69, 5, 89]","[15, 15, 13, 13]","[448, 673, 553, 315]"
808,wild raspberry hibiscus caffiene free herbal tea bags,94,7,"tea superflower hibiscus blueberry caffeine free bags,super slimming herbal tea,brambleberry herbal tea,chai tea bags","[94, 94, 94, 94]","[7, 7, 7, 7]","[447, 348, 237, 281]"
809,bolani pumpkin filled flatbread,13,20,"diet root beer,town house sea salt olive oil flatbread crisps,coco joe pumpkin seeds,pumpkin muffin mix","[77, 78, 117, 105]","[7, 19, 19, 13]","[277, 683, 840, 50]"
810,organic honey mustard,72,13,"honey glazed carrots,organic hard candy blood orange and honey,deli spicy brown mustard,honey mustard","[116, 45, 72, 72]","[1, 19, 13, 13]","[373, 398, 977, 254]"
811,chocolate decorating cookie icing,97,13,"toll house ultimate chocolate peanut butter deluxe cookie dough,chocolate mint cookie crunch nutrition bar,cookie sheets,cookie chips crunchy dark chocolate chocolate chip cookies","[105, 3, 10, 61]","[13, 19, 17, 19]","[950, 205, 604, 559]"
812,healthy grains oats honey clusters with toasted coconut gluten free,57,14,"gluten free blueberry muffin mix,gluten free sugar cookie mix,gluten free sugar cones,gluten free organic cereal coconut maple vanilla","[105, 105, 103, 130]","[13, 13, 19, 14]","[235, 847, 903, 211]"
813,spinach pesto,9,9,"spinach basil garlic linguini,penne rigate with spinach,spinach feta pierogi,thin crust pepperoni pesto pizza","[12, 131, 38, 79]","[9, 9, 1, 1]","[76, 179, 202, 992]"
814,trix cotton candy yogurt,120,16,"minis candy bars,snack size candy,coconut yogurt,candy original","[45, 45, 120, 45]","[19, 19, 16, 19]","[207, 630, 920, 303]"
815,orange flavored sports drink,64,7,"scooby doo fruit flavored snacks,daily tangerine citrus flavored beverage,coconut drink vanilla,mint chocolate flavored syrup","[50, 64, 91, 103]","[19, 7, 16, 19]","[115, 39, 670, 16]"
816,calcium lime rust remover,114,17,"laundry soil stain remover,key lime soda,clarified lime juice,lime sherbet","[75, 77, 17, 37]","[17, 7, 13, 1]","[416, 257, 609, 344]"
817, rd foods chicken noodle dinner,92,18," nd foods bananas,blakes chicken parmesan dinner,noodle soup mix with chicken broth,chunky classic chicken noodle soup","[92, 38, 69, 69]","[18, 1, 15, 15]","[426, 81, 37, 928]"
818,micro craft beer,27,5,"diet root beer,super dry beer,beer ipa,lite beer","[77, 27, 27, 27]","[7, 5, 5, 5]","[277, 379, 736, 470]"
819,totality multi symptom relief,44,11,"fresh multi purpose contact lens solution,lemon fresh multi surface cleaner,nasaflo neti pot sinus relief with premixed,day and night multi symptom and severe cold cough pain reliever fever reducer","[44, 114, 11, 11]","[11, 17, 11, 11]","[292, 732, 603, 361]"
820,vanilla almond butter squeeze,88,13,"vanilla with almond milk iced coffee,vanilla almond breeze almond milk,vanilla almond protein bar,organic raw almond butter","[26, 91, 3, 88]","[7, 16, 19, 13]","[69, 432, 406, 558]"
821,cranberry urinary tract health,126,11,"pomegranate cranberry aloe vera enrich drink,cranberry almond fruit clusters dried cranberries,antioxidant cranberry body wash, cranberry juice blend","[98, 125, 25, 98]","[7, 19, 11, 7]","[20, 549, 441, 806]"
822,spicy jalapeno ranch popcorn,23,19,"healthy pop butter popcorn,butter flavor pan popcorn,organic ranch veggie dip,gluten free boom chicka pop sweet spicy popcorn","[23, 23, 67, 23]","[19, 19, 20, 19]","[56, 771, 147, 726]"
823,refreshing ocean breeze body wash,127,11,"for men odor armor body wash,antioxidant cranberry body wash,moisturizing lavender body wash,lavender body wash","[127, 25, 25, 25]","[11, 11, 11, 11]","[296, 441, 878, 474]"
824,flourless chocolate truffle cake,8,3,"marble cake slice, organic carrot cake,chocolate fudge layer cake,pound cake cake mix","[8, 8, 119, 105]","[3, 3, 1, 13]","[750, 218, 12, 362]"
825,cream cleanser for normal to dry skin,109,11,"super dry beer,essentials foaming facial cleanser,gentle clean foaming face cleanser fl oz female skin care,ice cream cookies cream","[27, 73, 73, 37]","[5, 11, 11, 1]","[379, 529, 482, 431]"
826,original no stick cooking spray,19,13,"candy original,original turkey,rescue remedy spray,sweet cooking rice seasoning","[45, 96, 11, 66]","[19, 20, 11, 6]","[303, 176, 203, 70]"
827,albacore chunk white tuna in water,95,15,"pompelmo water,white chicken chili,white tea lavender probiotic kefir water no ,wild albacore tuna no salt added","[100, 59, 94, 95]","[21, 15, 7, 15]","[491, 448, 892, 79]"
828,euro sponge cloths,114,17,"sweeper open window fresh scent wet mopping cloths refill,econet recycled bath sponge,sponge mop,sponge blossoms","[114, 109, 114, 114]","[17, 11, 17, 17]","[717, 229, 268, 674]"
829,compleats good mornings bacon breakfast scramble,4,9,"chinese breakfast black tea,pear and blueberry baby breakfast,good clean gentle acne wash,premium sliced bacon","[94, 92, 109, 106]","[7, 18, 11, 12]","[233, 493, 525, 907]"
830,skinny wheat buns,112,3,"organic whole wheat rigatoni,whole wheat loaves,whole wheat spanakopita,whole wheat tortillas","[131, 112, 129, 128]","[9, 3, 1, 3]","[774, 666, 360, 58]"
831,all natural premium cornish hen,34,1,"premium deli hard salami,kidney beans dark premium,premium sliced bacon,premium apple juice","[96, 30, 106, 98]","[20, 6, 12, 7]","[757, 643, 907, 935]"
832,high protein chocolate light milk shake,65,11,"milk chocolate toffee bits,kisses milk chocolate candy,protein shake organic banana creme,organic fuel high protein milk shake vanilla","[17, 45, 64, 65]","[13, 19, 7, 11]","[753, 184, 911, 795]"
833,hearts assortment,45,19,"fancy feast trout feast flaked wet cat food,sunset blush,cracker crunchers bologna with nestle butterfinger bar lunchmakers,all time great s candy assortment","[41, 6, 13, 45]","[8, 2, 20, 19]","[26, 676, 947, 917]"
834,single classic canned meat,59,15,"chicken liver paté canned cat food,classic original hummus,camilia single liquid doses,classic coke","[41, 67, 6, 77]","[8, 20, 2, 7]","[668, 544, 86, 649]"
835,lemon verbena bar soap,25,11," in soap for every man cucumber lemon,automatic dish packs lemon verbena scent,basil daly bar soap,geranium daily bar soap","[25, 75, 25, 25]","[11, 17, 11, 11]","[152, 667, 333, 586]"
836,sliced onion bagels,93,3,"chips onion chipotle garlic,sliced american cheese,poppy seed bagels,mini pre sliced blueberry bagels","[107, 21, 93, 93]","[19, 16, 3, 3]","[140, 769, 245, 934]"
837,california merlot,28,5,"pink moscato california,cabernet sauvignon california,organic california blend,washington state merlot","[6, 28, 116, 28]","[2, 5, 1, 5]","[713, 598, 634, 580]"
838,goat cheese spreadable breakfast fig,51,13,"cheese creations four cheese cheese sauce,raspberry fig bars,whole wheat fig bar,garlic herb fresh goat cheese","[9, 3, 48, 21]","[9, 19, 14, 16]","[341, 332, 457, 421]"
839,glass bottles,77,7,"unscented regular sleek tampons,glass storage container with green silicone protection,easy grab x oblong glass bakeware,diet dr pepper bottles","[126, 85, 10, 77]","[11, 17, 17, 7]","[708, 265, 105, 695]"
840,coco joe pumpkin seeds,117,19,"healthfull nuts seeds bread,pumpkin muffin mix,sloppy joe sauce,sloppy joe","[112, 105, 51, 38]","[3, 13, 13, 1]","[189, 50, 454, 201]"
841,thick cut italian herb blend crispbreads,78,19,"fresh cut specialties cut golden wax beans,onion herb salt free seasoning blend,zita cut no ,italian herb porcini mushrooms chicken sausage","[81, 104, 131, 106]","[15, 13, 9, 12]","[799, 908, 139, 35]"
842,sugar free fruit juicy red drink mix,90,7,"extra spearmint sugar free gum,liquid drink mix blackberry lemonade,sugar free mint patties,lemonade flavor drink mix","[46, 90, 45, 90]","[19, 7, 19, 7]","[156, 385, 382, 763]"
843,mountain stream fabric softener,75,17,"unstopables downy unstopables dreams in wash scent booster fabric enhancer oz fabric enhancers,fabric softener dryer sheet free gentle ct fabric enhancers,beach sage liquid fabric softener,fabric softener geranium scent","[75, 75, 75, 75]","[17, 17, 17, 17]","[797, 368, 434, 111]"
844,polska kielbasa,106,12,"imitation crabmeat,won ton wrappers,whole wheat loaves, up","[15, 66, 112, 77]","[12, 6, 3, 7]","[665, 638, 666, 530]"
845,nyquil severe cold flu,11,11,"cold cough formula effervescent tablets citrus,cold brew coffee tahitian vanilla, oz cold cups,day and night multi symptom and severe cold cough pain reliever fever reducer","[11, 26, 111, 11]","[11, 7, 17, 11]","[914, 197, 415, 361]"
846,apple green cups,111,17,"plastic measuring cups,premium apple juice,all natural apple juice, oz cold cups","[10, 98, 98, 111]","[17, 7, 7, 17]","[473, 935, 82, 415]"
847,gluten free sugar cookie mix,105,13,"gluten free chicken rustica pizza,gluten free oatmeal variety pack,gluten free blueberry muffin mix,gluten free sugar cones","[79, 130, 105, 103]","[1, 14, 13, 19]","[414, 216, 235, 903]"
848,cat food premium adult cat formula,41,8,"proactive health mature adult hairball care cat food,sliced chicken entree cat food,salmon and tuna formula dry cat food,chicken brown rice formula cat food","[41, 41, 41, 41]","[8, 8, 8, 8]","[501, 442, 970, 597]"
849,blueberry banana tiny fruits freeze dried snacks,92,18,"banana chocolate chip,teensy fruits baby fruit snacks berry,island fruits fruit snacks,freeze dried edamame veggie snack","[52, 92, 50, 50]","[1, 18, 19, 19]","[602, 777, 256, 508]"
850,crunchy soft taco dinner kit,30,6,"blakes chicken parmesan dinner,vegetable salad kit sweet kale,taco reduced sodium seasoning mix,autumn vegetable turkey dinner with lil bits purees dinner","[38, 123, 5, 92]","[1, 4, 13, 18]","[81, 347, 243, 64]"
851,chile con queso potato crisps,107,19,"fava crisps santa barbara ranch,garnet sweet potato yam ,green chile anytime sauce,fingerling potato","[107, 83, 5, 83]","[19, 4, 13, 4]","[900, 581, 5, 882]"
852,light string cheese,21,16,"light brie soft ripened cheese mini wheel,cheese creations four cheese cheese sauce, natural string cheese mozzarella cheese,string cheese mozzarella","[2, 9, 21, 108]","[16, 9, 16, 16]","[918, 341, 505, 217]"
853,crunchy granola bars variety pack,48,14,"peppermint banana split variety pack frozen dairy dessert cones,gluten free peanut butter berry chewy with a crunch granola bars,tasty treasures cat food variety pack,gluten free oatmeal variety pack","[37, 3, 41, 130]","[1, 19, 8, 14]","[313, 594, 528, 216]"
854,traditional red miso,66,6,"hacho miso aged fermented soybeans,traditional tartar sauce,red roses,traditional water crackers","[66, 100, 87, 78]","[6, 21, 17, 19]","[161, 562, 573, 145]"
855,clamato chelada beer,27,5,"diet root beer,super dry beer,beer ipa,lite beer","[77, 27, 27, 27]","[7, 5, 5, 5]","[277, 379, 736, 470]"
856,asiago cheese bread,21,16," whole wheat pita bread,oatnut bread,sunflower bread,cheese creations four cheese cheese sauce","[128, 112, 112, 9]","[3, 3, 3, 9]","[83, 889, 346, 341]"
857,grilled asparagus,123,4,"robust golden unsweetened oolong tea,clementine bag, up,artihearts fresh grilled artichokes","[94, 123, 77, 123]","[7, 4, 7, 4]","[3, 380, 530, 863]"
858,pomegranate coconut sparkling probiotic drink organic,31,7,"organic lowfat pomegranate acai kefir probiotic cultured milk smoothie,strawberry pomegranate,sparkling blueberry,coconut drink vanilla","[120, 3, 77, 91]","[16, 19, 7, 16]","[515, 983, 456, 670]"
859, ply everyday napkins,54,17,"mega shower foamer with ultra cling trigger,meat in the middle large rawhide chews,everyday mega pack paper plates,everyday detox dandelion tea","[114, 40, 111, 94]","[17, 8, 17, 7]","[798, 92, 428, 279]"
860,chicago steak chop cracked pepper garlic blend,104,13,"tofu gluten free garlic pepper,skirt steak,t bone steak,uncured cracked pepper beef","[14, 122, 122, 23]","[20, 12, 12, 19]","[904, 692, 175, 93]"
861,every woman multivitamin,47,11,"smorz cereal, x cutting board,whole wheat loaves, up","[121, 10, 112, 77]","[14, 17, 3, 7]","[90, 973, 666, 530]"
862,unsweetened original organic soy non dairy beverage,91,16,"original puffcorn,candy original,original turkey,original organic ville bbq sauce","[107, 45, 96, 5]","[19, 19, 20, 13]","[631, 303, 176, 999]"
863,artihearts fresh grilled artichokes,123,4,"fresh scent dishwasher detergent with dawn,fresh scent dishwasher cleaner,fresh oj,grilled asparagus","[74, 74, 98, 123]","[17, 17, 7, 4]","[186, 14, 628, 857]"
864,stainless steel strainer,10,17,"grilled asparagus,golden cupcakes pack, up,quick cooking steel cut oats","[123, 61, 77, 130]","[4, 19, 7, 14]","[857, 569, 530, 697]"
865,automatic toilet bowl cleaner bleach blue rain clean scent pack,114,17,"floor care tile vinyl floor finish clean scent,fresh scent dishwasher cleaner,thick gel toilet bowl cleaner,automatic toilet bowl cleaner with bleach","[114, 74, 114, 114]","[17, 17, 17, 17]","[599, 14, 786, 980]"
866,flavor fiber banana walnut bar,3,19,"organic fiber fruit blend,chocolate brownie flavor protein bar,banana chocolate chip,salted caramel lean protein fiber bar","[116, 3, 52, 3]","[1, 19, 1, 19]","[767, 387, 602, 25]"
867,no wax floss classic ,20,11,"fresh cut specialties cut golden wax beans,classic original hummus,mint dental floss,classic coke","[81, 67, 20, 77]","[15, 20, 11, 7]","[799, 544, 291, 649]"
868,cleanse replenish in shampoo,22,11,"biotin collagen shampoo,lasting color shampoo,daily moisture shampoo,shampoo baby shampoo","[22, 22, 22, 102]","[11, 11, 11, 18]","[523, 55, 498, 956]"
869,organic mango mania zfruit and veggie rope,3,19,"organic blueberry blitz fruit veggie smoothie mashups,peach mango juice,organic ranch veggie dip,organic mango peach carrot kickstart smoothie","[92, 31, 67, 116]","[18, 7, 20, 1]","[94, 11, 147, 552]"
870,just fruit salad,50,19,"italian pasta salad,arugula salad, natural just peaches,fruit salad gummi candy","[1, 123, 50, 45]","[20, 4, 19, 19]","[209, 142, 465, 776]"
871,rose apricot hair milk,22,11,"cat treats hair ball control chicken,organic whole grassmilk milk,mirabelle brut rose,apricot fruit roll","[41, 84, 134, 50]","[8, 16, 5, 19]","[779, 329, 52, 919]"
872,power greens,31,7,"grilled asparagus, up,ultra power plus laundry detergent loads,organic vegetable greens greens juice blend","[123, 77, 75, 31]","[4, 7, 17, 7]","[857, 530, 443, 253]"
873,graduates lil meals spaghetti rings in meat sauce,92,18,"organic spaghetti style pasta,thick zesty spaghetti sauce mix,traditional lasagna with meat sauce savory italian recipes,graduates lil entrees spiral pasta in turkey meat sauce with green yellow beans","[131, 104, 38, 92]","[9, 13, 1, 18]","[33, 600, 36, 309]"
874,cherry pie,8,3,"sore throat wild cherry lozenges,yellow cherry tomato,vegetable pie in a pocket sandwich,vegetable pot pie","[11, 83, 38, 38]","[11, 4, 1, 1]","[461, 494, 932, 258]"
875,ginger berry kombucha,31,7,"saucy ginger mandarin dressing,rio berry,black currant kombucha,blueberry kombucha","[89, 64, 31, 31]","[13, 7, 7, 7]","[898, 266, 336, 335]"
876,vitamin b mg,47,11,"vitamin c formula mg vegetarian tablets,pink vitamin c mg pink lemonade drink mix,vitamin c mg tropical drink mix dietary supplement,fish oil with vitamin d mg","[47, 47, 47, 47]","[11, 11, 11, 11]","[715, 408, 366, 905]"
877,ultra filtered whole milk,84,16,"ultra thin super long with wings pads,organic whole grassmilk milk,ultra antibacterial dish liquid,ultra thin pastrami","[126, 84, 100, 96]","[11, 16, 21, 20]","[654, 329, 38, 403]"
878,moisturizing lavender body wash,25,11,"refreshing ocean breeze body wash,for men odor armor body wash,antioxidant cranberry body wash,lavender body wash","[127, 127, 25, 25]","[11, 11, 11, 11]","[823, 296, 441, 474]"
879,baby dry diapers size ,56,18,"snack size candy,swaddlers diapers jumbo pack size newborn,cruisers diapers jumbo pack size ,overnight diapers size ","[45, 56, 56, 56]","[19, 18, 18, 18]","[630, 765, 682, 15]"
880,organic smooth move chamomile laxative tea bags,94,7,"wild raspberry hibiscus caffiene free herbal tea bags,sweet chai of mine chai tea bags,organic chamomile lemon tea,chai tea bags","[94, 94, 94, 94]","[7, 7, 7, 7]","[808, 721, 97, 281]"
881,heavy duty scrub sponges,114,17,"fresh oj, up,purifying daily detox scrub,non scratch scrub sponges","[98, 77, 109, 114]","[7, 7, 11, 17]","[628, 530, 133, 500]"
882,fingerling potato,83,4,"banana sweet potato organic teething wafers,organic yukon gold potato bag,chile con queso potato crisps,garnet sweet potato yam ","[92, 83, 107, 83]","[18, 4, 19, 4]","[63, 391, 851, 581]"
